concurrency,requests,valid,failed,wall_seconds,audio_seconds,rtfx,requests_per_second,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,observed_batch_sizes
128,128,128,0,1.091044516011607,597.5315625,547.6692781375414,117.31876941915566,801.5931580857796,875.6542000337504,1036.075941749732,1072.9892411309993,"[6, 26, 32, 64]"
256,256,256,0,6.038021125947125,1115.4776875,184.7422631077704,42.39799673768842,3745.9279573690765,4030.9409995097667,5484.668594246614,5655.84384406975,"[2, 3, 4, 5, 6, 7, 9, 10, 32, 64]"
