concurrency,requests,valid,failed,wall_seconds,audio_seconds,rtfx,requests_per_second,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,observed_batch_sizes
512,512,512,0,6.8407441769959405,512.0,74.84565812616616,74.84565812616616,3309.41665125124,2860.5286664969753,6701.360463688616,6720.638646154548,"[7, 57, 64]"
