runtime,batch_size,mean_latency_ms,p50_latency_ms,audio_seconds,rtfx,encoded_shape,valid_encoded_frames
compile,1,3.741960786283016,3.7146270042285323,1.0,267.2395722760433,"[1, 1024, 13]",13
compile,2,5.084771988913417,5.065712990472093,2.0,393.331304601406,"[2, 1024, 13]",26
compile,8,5.931398394750431,5.903975485125557,8.0,1348.7544534321585,"[8, 1024, 13]",104
compile,32,6.361492886207998,6.338818988297135,32.0,5030.265783897587,"[32, 1024, 13]",416
compile,64,15.78563409857452,15.766491007525474,64.0,4054.3192373741485,"[64, 1024, 13]",832
compile,128,27.645341405877843,27.61291796923615,128.0,4630.074851337707,"[128, 1024, 13]",1664
compile,256,51.31178148440085,51.26157699851319,256.0,4989.1076200078105,"[256, 1024, 13]",3328
