runtime,batch_size,mean_latency_ms,p50_latency_ms,audio_seconds,rtfx,encoded_shape,valid_encoded_frames
aoti,1,4.161900788312778,4.162363504292443,1.0,240.27482894550138,"[1, 1024, 13]",13
aoti,2,4.845022113295272,4.844697017688304,2.0,412.7948135699486,"[2, 1024, 13]",26
aoti,8,5.7273766899015754,5.730622477130964,8.0,1396.800041824642,"[8, 1024, 13]",104
aoti,32,6.15591179812327,6.157736002933234,32.0,5198.255116286058,"[32, 1024, 13]",416
aoti,64,15.24101538816467,15.239009982906282,64.0,4199.195287848004,"[64, 1024, 13]",832
aoti,128,26.416537893237546,26.418886962346733,128.0,4845.449487639602,"[128, 1024, 13]",1664
aoti,256,49.1821127012372,49.177167005836964,256.0,5205.144430356287,"[256, 1024, 13]",3328
