runtime,batch_size,mean_latency_ms,p50_latency_ms,audio_seconds,rtfx,encoded_shape,valid_encoded_frames
compile,1,3.4416011010762304,3.4147500118706375,1.2,348.6749233154143,"[1, 1024, 16]",16
compile,2,4.146557505009696,4.117307486012578,3.6990625,892.080357147091,"[2, 1024, 32]",48
compile,8,9.276071388740093,9.248406015103683,35.3780625,3813.905803155442,"[8, 1024, 113]",448
compile,32,25.15908948262222,25.20965097937733,141.5710625,5627.034420215618,"[32, 1024, 113]",1792
compile,64,56.9755301985424,57.05184649559669,280.6381875,4925.591504318806,"[64, 1024, 113]",3552
compile,128,118.34934880025685,117.49585150391795,569.0583125,4808.292722086909,"[128, 1024, 113]",7201
compile,256,213.1572290963959,212.7204720163718,1144.4296875,5368.946164065848,"[256, 1024, 113]",14479
